Forest_type,mean_C_Tree,C_ha
Dipterocarpus_Forest,6.73032310492,168.258077623
Dry_Forest,14.22700025232,355.675006308
Dry_Hill_Forest,7.51654891605,187.91372290125
Dry_Mixed_Deciduous_Forest,3.32208108879167,83.0520272197917
Moist_Mixed_Deciduous_Forest,29.126798705,116.50719482
